TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;JUMLAH KK;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);15-19 Laki-Laki;15-19 Perempuan;20-24 Laki-Laki;20-24 Perempuan;25-29 Laki-Laki;25-29 Perempuan;30-34 Laki-Laki;30-34 Perempuan;35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;>65 Laki-Laki;>65 Perempuan;JUMLAH RT;JUMLAH RW;JUMLAH KEMATIAN;JUMLAH KELAHIRAN
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PADEMANGAN;ANCOL;9302;5.77;4981;1379;1219;2598;1111;1023;2134;1178;1081;2259;1380;1354;2734;1674;1475;3149;1442;1248;2690;1286;1048;4007;3630;66;7;104;378
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;ANGKE;11025;0.8;43826;1528;1440;2968;1380;1229;2609;1387;1380;2767;1721;1579;3300;1936;1707;3643;1651;1460;3111;1505;1371;5025;4716;139;11;130;441
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BALE KAMBANG;8854;1.67;18012;1183;1111;1194;1179;1364;1269;1550;1510;1413;1425;1292;1260;1036;974;766;763;677;609;418;381;416;417;53;5;141;417
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BALI MESTER;3856;0.67;17304;474;404;419;430;459;414;514;498;444;466;462;458;486;480;446;374;333;347;247;228;322;389;74;6;89;111
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;BAMBU APUS;7923;3.17;8400;1121;1028;1131;1073;1122;1141;1314;1347;1242;1187;1062;1063;984;917;731;841;596;476;377;250;347;359;65;5;109;395
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;BANGKA;7755;3.3;7351;983;873;954;954;1005;1024;1197;1158;1119;1098;1068;1020;951;905;719;713;566;469;288;250;350;403;66;5;86;372
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;BARU;7596;1.89;14133;923;893;1145;945;1159;1231;1252;1548;1678;1341;1200;1042;738;860;769;582;443;389;228;228;286;271;80;10;76;406
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;BATU AMPAR;15242;2.55;19983;1968;1902;1916;1890;2135;2261;2624;2702;2480;2417;2223;2125;1760;1657;1284;1295;1019;1041;793;632;775;771;86;6;214;811
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;BENDUNGAN HILIR;8552;1.58;16018;965;957;963;938;811;936;935;1087;1124;1138;1088;1198;1200;1104;1084;883;841;593;559;358;920;572;124;9;121;297
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;BIDARA CINA;14231;1.26;35493;1694;1580;1676;1645;1929;1843;2169;2210;2105;2064;1952;1824;1727;1629;1328;1325;974;1048;628;697;798;1064;190;16;415;587
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;16588;4.56;11808;1981;1957;1971;1958;2102;2278;2664;2750;2675;2616;2525;2311;2078;1792;1516;1440;1094;1135;808;749;964;1036;142;15;190;806
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;TEBET;BUKIT DURI;13213;1.08;38906;1702;1566;1580;1541;1662;1655;1947;1895;1880;1801;1805;1712;1598;1553;1305;1258;982;1002;670;654;825;1078;152;12;252;625
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;BUNGUR;7198;0.64;34463;843;763;791;897;840;1084;941;1061;1046;993;903;937;860;825;810;667;661;517;572;382;768;468;132;10;84;244
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;19834;6.19;10030;2425;2160;2408;2328;2973;2994;3715;4063;3285;3275;2790;2455;1908;1592;1242;1142;917;821;543;406;490;453;104;10;246;1055
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;18932;9.81;6464;2487;2428;2614;2490;3084;3143;3543;3711;3053;2953;2637;2422;2014;1851;1485;1504;1252;1129;832;558;624;534;145;14;186;945
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CAWANG;12424;1.79;21827;1349;1358;1512;1397;1807;1710;2030;1993;1942;1800;1760;1586;1415;1289;1085;1146;858;794;557;517;647;793;121;12;343;524
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CEGER;5917;3.63;5492;811;773;844;766;833;890;995;1048;1007;930;874;804;701;652;493;503;416;390;279;214;256;250;39;5;79;302
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;CEMPAKA BARU;11778;0.99;38088;1553;1417;1376;1344;1323;1453;1486;1804;1750;1710;1838;1881;1694;1435;1349;1021;983;755;770;498;1317;804;138;10;133;599
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH BARAT;12432;1.22;32561;1666;1498;1409;1367;1331;1577;1555;1822;1858;1811;1879;1891;1815;1609;1445;1108;1168;857;874;569;1354;814;152;13;208;503
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;8574;2.22;12326;1067;958;946;889;886;1128;1056;1222;1264;1267;1364;1280;1287;1189;1064;791;798;565;638;457;1146;738;106;8;122;324
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;21133;4.26;16409;3131;2949;6080;2671;2393;5064;2712;2604;5316;3221;3137;6358;3675;3768;7443;3431;3430;6861;3040;2816;9714;8596;180;16;267;1105
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG TIMUR;26789;4.18;20735;3718;3548;7266;3292;3140;6432;3572;3574;7146;4147;4130;8277;5010;4952;9962;4345;3961;8306;3736;3428;11856;10199;225;17;304;1486
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIBUBUR;20719;4.5;15686;2800;2593;2848;2723;2941;3107;3484;3662;3311;3175;2982;2861;2471;2424;1915;1947;1497;1564;1033;972;1198;1066;153;14;342;983
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;6040;1.26;14584;611;636;641;687;635;763;720;821;850;748;749;798;779;766;715;662;614;537;555;343;886;522;114;10;82;190
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIGANJUR;10983;3.61;10334;1446;1430;1383;1350;1453;1558;1960;2004;1859;1817;1690;1528;1353;1171;967;919;730;647;478;380;491;460;63;6;121;612
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;CIJANTUNG;13154;2.37;18589;1670;1662;1813;1737;1994;1981;2271;2270;2107;1998;1826;1835;1566;1525;1226;1190;947;967;688;512;632;583;109;11;182;682
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;CIKINI;3055;0.82;11711;383;365;320;375;358;406;369;433;424;428;408;367;409;376;375;315;335;264;256;167;355;198;66;5;73;126
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;CIKOKO;4108;0.72;17661;430;461;434;429;533;522;669;691;698;595;578;544;450;427;346;372;259;272;207;192;237;256;42;5;54;193
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;18261;6.05;9546;2118;2102;2051;2055;2258;2327;2803;2829;2700;2678;2716;2641;2300;2156;1706;1631;1230;1256;825;843;1223;1326;148;13;207;767
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;9144;3.53;8075;988;950;1222;960;1633;1254;1660;1458;1398;1389;1261;1142;1011;879;716;696;516;461;290;333;404;385;72;7;106;487
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;7693;6.03;4396;1134;1089;1138;1105;1104;1154;1242;1257;1237;1276;1195;1114;978;900;676;587;452;397;267;235;290;285;45;6;112;413
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;14437;1.8;26094;1787;1638;1707;1772;2064;2009;2439;2354;2265;2141;2053;1910;1658;1658;1273;1265;983;1026;687;711;829;958;130;16;279;674
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;CILINCING;15471;8.31;6326;2390;2268;4658;2118;1969;4087;2413;2241;4654;2614;2523;5137;2976;2968;5944;2464;2316;4780;2021;1793;6443;5681;133;10;273;958
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;7563;3.08;8441;1096;925;1089;1065;1157;1179;1338;1274;1241;1172;1029;1037;961;894;696;702;539;469;374;278;337;388;59;8;129;341
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;10197;4.24;8473;1533;1414;1342;1364;1341;1499;1706;1818;1708;1774;1567;1468;1302;1123;966;927;750;656;422;343;453;444;64;6;108;601
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;9464;2.37;12751;1225;1140;1178;1102;1276;1258;1458;1439;1387;1331;1334;1333;1205;1145;986;913;612;589;403;365;565;668;75;7;125;436
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;11780;1.83;20664;1467;1401;1375;1361;1557;1521;1960;1892;1907;1758;1732;1607;1476;1257;1075;995;754;683;506;477;624;659;105;11;149;589
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;14807;1.54;29756;1768;1610;1694;1592;1852;1839;2205;2160;2192;2124;2129;2151;1745;1747;1384;1321;948;929;549;661;1020;1187;183;18;155;621
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;11385;1.63;23417;1509;1395;1547;1443;1674;1671;1898;1953;1875;1682;1649;1556;1303;1218;988;952;782;780;533;503;670;729;128;10;214;479
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;17057;1.15;48850;2284;2086;2319;2195;2549;2278;2969;2851;2704;2409;2344;2180;1856;1784;1480;1463;1170;1126;742;765;938;1038;192;14;298;835
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;11677;1.67;22917;1434;1361;1394;1312;1476;1396;1730;1693;1614;1758;1704;1670;1567;1559;1200;1253;934;963;662;683;928;1289;154;11;234;448
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;14311;2.53;18551;1758;1646;1722;1758;1876;2057;2412;2384;2208;2104;2035;1876;1652;1693;1323;1423;1106;1095;750;701;946;886;135;13;202;713
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;18997;2.9;21525;2230;2036;2370;2171;2676;2679;3319;3377;3063;2953;2693;2469;1999;1951;1642;1721;1362;1454;1056;1046;1505;1375;184;16;154;864
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;13367;1.94;22494;1673;1611;1599;1532;1761;1763;2189;2232;2191;2109;2020;1873;1630;1455;1211;1197;909;821;565;587;780;769;139;11;160;633
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;21002;3.93;17648;2874;2649;2918;2769;3069;3183;3725;3511;3179;3085;2851;2785;2423;2358;1934;1939;1468;1511;1033;714;733;684;139;10;326;935
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;7943;1.98;13402;1028;949;1042;938;1184;1211;1367;1343;1277;1210;1109;1036;891;861;720;682;518;576;356;305;399;401;66;6;116;388
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;19277;4.58;14100;2363;2340;2350;2458;2731;2790;3486;3465;3210;3055;2723;2620;2119;2138;1718;1726;1383;1480;1077;1069;1309;1245;182;17;278;779
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;DUREN TIGA;9706;2.45;12987;1282;1199;1185;1104;1220;1246;1552;1564;1540;1460;1497;1434;1265;1120;926;862;646;563;386;438;633;724;79;7;128;448
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;DURI KEPA;20374;3.86;17148;2549;2391;4940;2259;2181;4440;2670;2490;5160;3164;3253;6417;3809;3580;7389;3204;3040;6244;2616;2510;8855;8090;137;14;541;929
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;23197;5.03;15866;3518;3448;6966;3241;3128;6369;3483;3439;6922;3764;3746;7510;4224;4231;8455;3698;3448;7146;3221;2989;10796;9805;163;15;211;1276
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;DURI PULO;7557;0.72;35628;1029;1005;960;1026;959;1181;1054;1302;1213;1106;1105;1083;1007;967;901;781;742;616;597;404;860;509;123;11;62;296
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI SELATAN;5054;0.42;41460;748;687;1435;693;618;1311;657;662;1319;769;780;1549;850;863;1713;770;724;1494;744;688;2537;2355;70;6;87;192
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI UTARA;7196;0.4;60175;1031;948;1979;919;863;1782;993;926;1919;1120;1095;2215;1220;1193;2413;1125;1016;2141;995;910;3379;3172;93;8;103;338
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;GALUR;6460;0.27;79022;873;821;828;902;813;949;959;1078;999;1060;925;982;820;795;727;621;535;436;421;259;556;327;84;7;79;284
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;GAMBIR;1106;2.58;1350;119;135;136;144;126;163;128;164;166;174;130;165;176;162;129;97;108;90;88;42;139;89;13;3;16;29
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;7538;1.76;13816;878;906;874;852;941;1019;1183;1240;1145;1165;1105;1070;963;880;775;686;495;470;310;309;456;576;75;7;102;369
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;13788;1.52;29247;1672;1577;1539;1505;1778;1768;2130;2164;2056;2108;2081;2038;1812;1699;1344;1192;1012;1042;644;710;953;1076;147;15;246;625
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;11672;2.65;14684;1493;1450;1520;1434;1702;1668;1943;1882;1823;1804;1648;1652;1440;1248;1085;1068;761;810;593;590;668;702;117;12;179;546
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;GELORA;1243;2.59;1450;131;131;148;122;134;153;147;160;185;178;178;190;185;158;143;113;111;85;88;63;125;88;12;2;22;43
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;GLODOK;3085;0.38;24153;269;302;571;306;280;586;327;323;650;359;368;727;407;392;799;335;342;677;318;344;1331;1344;61;5;61;98
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;GONDANGDIA;1403;1.46;3194;137;154;158;163;161;172;200;172;192;165;212;180;187;179;194;175;180;134;163;82;282;210;40;5;26;46
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;GROGOL;6602;1.22;16960;813;756;1569;737;696;1433;754;776;1530;903;845;1748;1002;989;1991;936;875;1811;983;842;3302;3119;114;10;75;220
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL SELATAN;14852;2.85;17009;1911;1774;1862;1743;1999;1953;2415;2346;2309;2266;2229;2124;1886;1692;1471;1313;1056;1013;641;638;837;895;117;11;222;711
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;14739;3.33;14342;1865;1756;1764;1787;2015;1912;2396;2325;2266;2227;2187;2071;1837;1727;1416;1293;1018;889;655;630;855;973;166;16;206;706
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;GUNTUR;1498;0.65;7174;174;160;145;154;180;166;172;217;208;206;186;192;181;205;168;152;140;157;114;115;154;207;23;3;26;47
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;3290;1.32;8043;416;409;378;361;416;407;437;419;423;442;441;470;498;445;360;324;288;283;175;173;307;369;69;7;56;134
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;GUNUNG SAHARI SELATAN;7354;0.53;43858;933;892;817;845;815;938;949;1086;1071;979;973;1016;954;903;855;726;717;602;585;396;925;581;122;10;84;270
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;6426;1.98;9933;722;741;686;669;679;768;702;778;817;835;854;847;900;808;804;691;648;525;539;388;950;592;99;7;77;200
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;8754;13.07;2546;1404;1295;1359;1261;1587;1375;1387;1561;1479;1576;1705;1630;1327;1312;1088;872;642;461;275;284;326;329;146;16;102;458
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;7974;0.91;29205;1058;1038;932;975;947;1080;1145;1387;1256;1213;1204;1222;1144;989;871;743;737;584;619;346;803;465;120;9;97;373
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;18284;4.85;12940;2451;2391;2413;2273;2497;2571;3189;3318;3050;2964;2724;2626;2218;2013;1675;1695;1273;1249;811;683;875;866;82;7;233;996
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;11274;2.15;17270;1344;1311;1201;1249;1371;1506;1691;1735;1764;1797;1826;1725;1375;1436;1112;1045;789;860;584;675;1073;1270;137;11;209;418
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;12343;2.5;16524;1512;1496;1554;1529;1691;1778;2129;2097;2023;1910;1770;1715;1393;1392;1135;1168;819;852;609;588;753;824;101;10;210;628
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;PALMERAH;JATI PULO;10249;0.87;38834;1480;1377;2857;1299;1264;2563;1327;1248;2575;1451;1438;2889;1767;1695;3462;1531;1428;2959;1442;1366;4826;4567;150;10;164;468
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;31302;6.6;14709;3699;3450;3835;3802;4617;4653;5789;5642;5035;4775;4480;3883;3304;2804;2324;2110;1561;1288;955;639;791;801;160;13;222;1553
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;8255;1.23;21792;1049;1041;1067;1010;1151;1168;1416;1336;1278;1190;1205;1141;970;859;780;712;522;503;317;324;388;361;79;8;103;433
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR;10909;1.44;24624;1336;1250;2586;1116;1189;2305;1197;1161;2358;1581;1524;3105;1854;1883;3737;1706;1696;3402;1570;1484;5244;4739;139;11;120;418
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR BARU;13516;1.44;30778;1671;1645;3316;1488;1362;2850;1585;1580;3165;2116;2065;4181;2552;2503;5055;2188;2123;4311;1860;1671;6035;5369;133;12;186;606
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN BESI;11737;0.55;66447;1544;1500;3044;1419;1431;2850;1641;1483;3124;2075;1879;3954;2275;1907;4182;1966;1496;3462;1675;1248;4815;4351;100;10;94;498
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN LIMA;7783;0.46;54543;1064;966;2030;899;951;1850;1085;1019;2104;1277;1129;2406;1371;1257;2628;1211;1053;2264;1103;906;3517;3242;107;8;117;296
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;JOGLO;12253;4.86;8812;1933;1652;3585;1667;1514;3181;1614;1612;3226;1840;1955;3795;2308;2369;4677;1988;1951;3939;1772;1646;5775;5309;114;9;128;644
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;12865;1.19;35270;1765;1569;1475;1488;1536;1645;1676;1964;2036;1878;1949;1952;1847;1569;1528;1179;1175;922;939;590;1440;804;174;11;267;573
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;KALI ANYAR;9174;0.32;94166;1290;1263;2553;1161;1067;2228;1297;1235;2532;1567;1530;3097;1775;1554;3329;1549;1275;2824;1251;1022;3922;3657;101;9;68;408
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;KALI BARU;25650;2.47;34278;4156;3989;8145;3719;3568;7287;3829;3787;7616;4096;3833;7929;4572;4522;9094;3847;3734;7581;3196;2750;9943;8767;172;14;355;1580
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;KALIBATA;14045;2.2;21353;1755;1628;1651;1789;2012;1985;2406;2390;2300;2242;2234;1934;1647;1554;1152;1188;893;954;625;608;911;935;133;10;155;705
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KALIDERES;23589;5.72;13726;3595;3375;6970;3178;3035;6213;3414;3246;6660;3659;3562;7221;4222;4118;8340;3733;3684;7417;3432;3175;11288;9794;182;17;216;1151
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;12557;2.89;15517;1832;1783;1971;1860;2017;1991;2202;2188;2006;1951;1859;1767;1512;1583;1295;1311;1075;811;590;505;558;553;102;10;140;661
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KAMAL;16444;4.49;12257;2784;2509;5293;2509;2334;4843;2486;2361;4847;2640;2571;5211;3018;2971;5989;2585;2455;5040;2384;2098;7241;6066;102;10;57;932
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;3542;10.53;1144;563;536;1099;511;452;963;549;496;1045;517;572;1089;655;666;1321;533;541;1074;482;474;1534;1282;44;6;42;181
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;4535;0.73;19941;648;544;529;555;560;571;590;698;612;613;600;589;563;566;536;465;448;380;376;245;546;301;81;10;86;187
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;9490;0.48;63973;1175;1138;1266;1228;1435;1398;1604;1458;1361;1154;1236;1050;1016;1029;864;848;694;601;436;409;477;626;112;8;161;505
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;7787;0.3;86123;1105;1046;966;1037;951;1176;1182;1342;1210;1255;1139;1181;972;892;830;663;663;547;495;300;703;412;104;8;139;378
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;14461;2.03;24281;2011;1891;2155;2010;2218;2190;2550;2377;2224;2135;1986;1780;1718;1673;1303;1267;922;957;645;585;693;712;89;10;207;718
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KAPUK;46009;7.18;20919;6875;6339;13214;5950;5721;11671;6473;6538;13011;7488;7243;14731;8822;8352;17174;7480;6846;14326;6333;5476;20243;17517;222;16;270;2385
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;10645;10.56;3243;1404;1328;2732;1396;1256;2652;1422;1341;2763;1631;1635;3266;1860;1851;3711;1545;1453;2998;1359;1273;4694;4230;93;9;92;551
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;10623;0.51;63122;1177;1150;1150;1226;1214;1433;1465;1675;1575;1485;1371;1381;1236;1160;1078;995;935;749;793;487;1169;663;167;13;89;418
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET;3910;0.94;12948;443;411;416;352;451;456;580;617;603;557;599;593;555;467;364;346;288;262;145;199;252;341;61;7;57;144
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;5634;1.79;10414;722;726;700;741;795;810;916;915;879;883;794;751;688;654;548;567;444;427;295;238;297;395;75;6;97;264
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;966;0.9;3202;126;81;101;111;122;117;129;134;126;134;144;132;103;100;83;94;79;65;46;59;81;93;17;3;14;28
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;6897;1.53;13912;837;816;757;736;711;898;888;1127;1118;1078;1020;1027;916;839;660;573;554;484;410;286;596;353;71;9;111;314
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARTINI;9090;0.55;49862;1044;1002;998;1001;971;1159;1179;1300;1307;1177;1172;1153;1089;1011;993;905;877;688;743;515;1186;639;127;9;146;330
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;9852;0.57;52740;1152;1020;1058;1059;1232;1247;1461;1412;1377;1336;1271;1337;1173;1144;868;899;676;690;450;450;532;680;133;9;192;426
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;15826;4.37;11179;1732;1626;1742;1693;2001;2121;2474;2479;2361;2418;2245;2253;1810;1760;1273;1270;923;1015;714;831;1261;1376;182;17;248;636
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KEAGUNGAN;6712;0.32;65800;828;774;1602;769;719;1488;861;812;1673;975;932;1907;1117;1017;2134;1030;910;1940;941;778;3106;2937;118;10;82;260
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;KEBAGUSAN;13911;2.26;20705;1871;1837;1835;1700;2001;2051;2445;2472;2300;2193;1928;1808;1576;1454;1186;1242;914;899;588;492;623;562;88;8;225;832
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;13737;2.57;17598;1619;1533;1464;1451;1697;1778;2309;2264;2316;2252;2193;2004;1726;1529;1254;1303;941;942;697;717;972;948;142;12;194;664
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;15719;1.78;27853;1782;1746;1806;1736;2171;2108;2717;2592;2638;2396;2289;2012;1782;1574;1355;1299;957;979;720;662;843;841;108;10;201;697
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;TEBET;KEBON BARU;12436;1.3;31580;1571;1384;1391;1413;1608;1593;2025;2052;2004;1988;1901;1774;1470;1347;1087;1134;839;935;619;648;838;1041;153;14;216;597
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;KEBON BAWANG;19245;1.73;35952;2715;2514;5229;2291;2090;4381;2495;2182;4677;3009;2661;5670;3519;3270;6789;3264;2955;6219;2815;2607;8837;7723;196;16;338;996
